benchmark_name,client_num,commit,errors,exp_duration,key_dist,key_dist_skew,n_clients_per_workload_node,n_hot_keys,n_hot_nodes,n_keys_per_statement,n_splits,n_statements_per_txn,n_warm_nodes,n_workload_nodes,op_type,ops/sec,p50_ms,p95_ms,p99_ms,pmax_ms,read_percent,sample_type,time_secs
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,56.2,28.3,570.4,671.1,738.2,90,interval,1.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,0.7,604.0,838.9,838.9,838.9,90,interval,1.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,283.5,5.5,1140.9,1342.2,1342.2,90,interval,2.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,2.0,939.5,1140.9,1140.9,1140.9,90,interval,2.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,123.1,7.1,1476.4,2281.7,2281.7,90,interval,3.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,2.0,1610.6,1610.6,1610.6,1610.6,90,interval,3.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,35.0,771.8,2080.4,2147.5,2147.5,90,interval,4.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,0.0,0.0,0.0,0.0,0.0,90,interval,4.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,66.0,5.5,2281.7,2550.1,2684.4,90,interval,5.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,0.0,0.0,0.0,0.0,0.0,90,interval,5.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,135.8,6.3,3221.2,4026.5,4026.5,90,interval,6.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,2.0,4026.5,5637.1,5637.1,5637.1,90,interval,6.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,79.2,5.2,1040.2,1140.9,1409.3,90,interval,7.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,7.0,5368.7,6710.9,6710.9,6710.9,90,interval,7.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,101.0,6.3,1476.4,1677.7,1677.7,90,interval,8.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,0.0,0.0,0.0,0.0,0.0,90,interval,8.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,22.0,5.2,1208.0,1208.0,1208.0,90,interval,9.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,0.0,0.0,0.0,0.0,0.0,90,interval,9.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,17.0,5.2,1811.9,1811.9,1811.9,90,interval,10.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,0.0,0.0,0.0,0.0,0.0,90,interval,10.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,33.0,6.0,2013.3,2952.8,2952.8,90,interval,11.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,1.0,3087.0,3087.0,3087.0,3087.0,90,interval,11.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,24.0,6.0,973.1,1140.9,1140.9,90,interval,12.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,7.0,10737.4,11811.2,11811.2,11811.2,90,interval,12.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,95.0,5.0,738.2,906.0,1006.6,90,interval,13.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,4.0,8589.9,12348.0,12348.0,12348.0,90,interval,13.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,12.0,5.2,906.0,1275.1,1275.1,90,interval,14.0
kv,0,hot_or_not-jeff,0.0,60,zipf,1.8,128,11,1,10,1000,1,15,1,,1.0,12884.9,12884.9,12884.9,12884.9,90,interval,14.0
