skew	elapsed-r	errors-r	ops(total)-r	ops/sec(cum)-r	avg(ms)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	total-r	elapsed-w	errors-w	ops(total)-w	ops/sec(cum)-w	avg(ms)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w	total-w	elapsed	errors	ops(total)	ops/sec(cum)	avg(ms)	p50(ms)	p95(ms)	p99(ms)	pMax(ms)
1.09	0.0	0.0	234526.0	13793.6	5.2	3.8	13.6	30.4	88.1	0.0	0.0	0.0	26066.0	1533.1	7.4	5.5	12.6	62.9	419.4	0.0	0.0	0.0	260592.0	15326.7	5.4	3.9	13.6	31.5	419.4
