skew	elapsed-r	errors-r	ops(total)-r	ops/sec(cum)-r	avg(ms)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	total-r	elapsed-w	errors-w	ops(total)-w	ops/sec(cum)-w	avg(ms)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w	total-w	elapsed	errors	ops(total)	ops/sec(cum)	avg(ms)	p50(ms)	p95(ms)	p99(ms)	pMax(ms)
0	0.0	0.0	9407.0	4698.1	22.200000000000003	17.8	55.025	82.85000000000001	487.575	0.0	0.0	0.0	393.0	196.3	521.625	570.4	671.1	704.6	704.6	0.0	0.0	0.0	9800.0	4894.3	42.3	18.5	81.25	629.125	880.7750000000001
0.1	0.0	0.0	12299.0	6142.1	16.424999999999997	13.325	44.525	63.95	140.525	0.0	0.0	0.0	515.0	257.1	445.55	486.525	679.475	713.0250000000001	729.8	0.0	0.0	0.0	12814.0	6399.3	33.525	14.025000000000002	56.6	629.125	729.8
