skew	start_key	end_key	range_id	range_size_mb	lease_holder	lease_holder_locality	replicas	replica_localities
0	0	0	21	0.012722	1	region=london	{1,2}	{region=london,region=newyork}
0.1	0	0	21	0.01471	1	region=london	{1,2}	{region=london,region=newyork}
