skew	elapsed-r	errors-r	ops(total)-r	ops/sec(cum)-r	avg(ms)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	total-r	elapsed-w	errors-w	ops(total)-w	ops/sec(cum)-w	avg(ms)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w	total-w	elapsed	errors	ops(total)	ops/sec(cum)	avg(ms)	p50(ms)	p95(ms)	p99(ms)	pMax(ms)
0	0.0	0.0	2040428.0	34006.0	6.074999999999999	4.7	16.3	26.2	88.1	0.0	0.0	0.0	107393.0	1789.8999999999999	7.0	6.3	16.425	27.025000000000002	51.875	0.0	0.0	0.0	2147821.0	35795.7	6.125	4.7749999999999995	16.3	26.2	88.1
0.1	0.0	0.0	2053076.0	34217.0	6.05	4.7	15.7	25.45	76.55	0.0	0.0	0.0	108057.0	1801.0	6.975	6.3	16.3	26.475	55.550000000000004	0.0	0.0	0.0	2161133.0	36017.899999999994	6.1	4.7749999999999995	15.7	25.45	76.55
0.2	0.0	0.0	2056219.0	34269.0	6.0	4.7	15.849999999999998	26.2	89.14999999999999	0.0	0.0	0.0	108112.0	1801.9	6.975	6.3	16.55	26.75	56.074999999999996	0.0	0.0	0.0	2164331.0	36070.799999999996	6.1	4.7	15.849999999999998	26.2	89.14999999999999
0.3	0.0	0.0	2034296.0	33903.6	6.1	4.7	16.3	26.2	83.9	0.0	0.0	0.0	107018.0	1783.5	7.05	6.3	16.8	27.3	51.875	0.0	0.0	0.0	2141314.0	35687.3	6.15	4.7749999999999995	16.3	26.2	83.9
0.4	0.0	0.0	2032698.0	33876.9	6.074999999999999	4.7	15.7	26.2	78.65	0.0	0.0	0.0	106152.0	1769.1	7.050000000000001	6.3	16.15	27.3	58.699999999999996	0.0	0.0	0.0	2138850.0	35646.0	6.175	4.925	15.850000000000001	26.2	78.65
0.5	0.0	0.0	2027389.0	33788.7	6.125	4.7749999999999995	16.15	26.2	108.05000000000001	0.0	0.0	0.0	107092.0	1784.8	7.1	6.3	16.55	26.75	57.650000000000006	0.0	0.0	0.0	2134481.0	35573.4	6.15	4.85	16.15	26.2	108.05000000000001
0.6	0.0	0.0	2026023.0	33766.2	6.125	4.7749999999999995	15.850000000000001	26.2	82.85	0.0	0.0	0.0	106644.0	1777.4	7.025	6.3	16.3	27.025000000000002	66.575	0.0	0.0	0.0	2132667.0	35543.5	6.15	5.0	15.850000000000001	26.2	84.95
0.7	0.0	0.0	2021927.0	33697.5	6.125	4.7	16.3	26.2	104.87500000000001	0.0	0.0	0.0	105723.0	1762.1	7.1	6.3	16.925	27.3	55.025	0.0	0.0	0.0	2127650.0	35459.5	6.2	4.85	16.3	26.2	104.87500000000001
0.8	0.0	0.0	2004862.0	33413.3	6.2	4.7749999999999995	16.3	26.2	91.225	0.0	0.0	0.0	105189.0	1753.1000000000001	7.25	6.3	17.8	27.8	96.475	0.0	0.0	0.0	2110051.0	35166.4	6.225	5.0	16.3	26.2	109.04999999999998
0.9	0.0	0.0	1840290.0	30670.2	6.775	5.0	18.9	30.4	94.4	0.0	0.0	0.0	96612.0	1610.1000000000001	7.625	6.6	18.9	30.95	178.25	0.0	0.0	0.0	1936902.0	32280.399999999998	6.8	5.0	18.9	30.4	178.25
0.99	0.0	0.0	1709254.0	28486.9	7.15	4.7	21.75	48.2	146.8	0.0	0.0	0.0	89769.0	1496.1	10.75	6.075	23.1	131.05	1191.2	0.0	0.0	0.0	1799023.0	29983.000000000004	7.325	4.7	22.0	50.3	1191.2
1.1	0.0	0.0	1226637.0	20443.2	9.850000000000001	3.6500000000000004	62.375	113.2	213.89999999999998	0.0	0.0	0.0	64364.0	1072.7	18.275	4.7	88.10000000000001	369.1	1526.7250000000001	0.0	0.0	0.0	1291001.0	21515.9	10.25	3.7	62.375	113.2	1526.7250000000001
1.2	0.0	0.0	830292.0	13837.899999999998	14.425	3.4250000000000003	104.9	142.6	268.425	0.0	0.0	0.0	43635.0	727.3	29.825000000000003	4.5	195.0	570.4250000000001	1929.3749999999998	0.0	0.0	0.0	873927.0	14565.0	15.200000000000001	3.475	105.94999999999999	142.6	1929.3749999999998
1.3	0.0	0.0	588461.0	9807.3	20.3	3.5	130.0	159.4	310.35	0.0	0.0	0.0	30936.0	515.6	43.2	4.5	293.6	696.225	2483.05	0.0	0.0	0.0	619397.0	10322.9	21.424999999999997	3.5	133.14999999999998	167.8	2483.05
1.4	0.0	0.0	481403.0	8023.1	24.75	3.75	142.6	167.8	327.17499999999995	0.0	0.0	0.0	25361.0	422.6	54.875	4.7	369.09999999999997	796.925	2080.35	0.0	0.0	0.0	506764.0	8445.8	26.25	3.8	142.6	176.2	2080.35
1.5	0.0	0.0	402163.0	6702.499999999999	29.525	3.8499999999999996	151.0	176.2	364.9	0.0	0.0	0.0	20857.0	347.6	68.475	4.7749999999999995	427.79999999999995	889.2	2449.4749999999995	0.0	0.0	0.0	423020.0	7050.200000000001	31.45	3.9	151.0	192.9	2449.4749999999995
1.6	0.0	0.0	356261.0	5937.5	33.400000000000006	3.9	151.0	176.2	369.1	0.0	0.0	0.0	18658.0	310.9	75.575	4.7	461.35	897.6	2248.125	0.0	0.0	0.0	374919.0	6248.5	35.5	4.05	151.0	199.2	2248.125
1.7	0.0	0.0	309664.0	5160.9	38.400000000000006	4.425	159.4	188.7	423.65000000000003	0.0	0.0	0.0	16426.0	273.8	86.325	5.1	490.7	981.475	2583.7	0.0	0.0	0.0	326090.0	5434.7	40.8	4.5	159.4	213.9	2583.7
1.8	0.0	0.0	311982.0	5199.5	38.175	4.2	159.4	192.9	398.47499999999997	0.0	0.0	0.0	16583.0	276.4	84.875	5.0	478.15	872.4250000000001	2181.025	0.0	0.0	0.0	328565.0	5475.800000000001	40.525	4.425	159.4	222.3	2181.025
1.9	0.0	0.0	265647.0	4427.2	44.75	4.6	165.7	197.10000000000002	427.825	0.0	0.0	0.0	13803.0	230.0	103.67500000000001	5.2	570.425	1031.775	2348.7999999999997	0.0	0.0	0.0	279450.0	4657.4	47.675	4.7	167.8	243.3	2348.7999999999997
2.0	0.0	0.0	253612.0	4226.700000000001	46.97500000000001	4.7	167.8	199.20000000000002	440.4	0.0	0.0	0.0	13134.0	218.9	108.275	5.2	570.425	1040.2	2483.05	0.0	0.0	0.0	266746.0	4445.6	50.0	4.925	167.8	249.59999999999997	2483.05
