skew	elapsed-r	errors-r	ops(total)-r	ops/sec(cum)-r	avg(ms)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	total-r	elapsed-w	errors-w	ops(total)-w	ops/sec(cum)-w	avg(ms)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w	total-w	elapsed	errors	ops(total)	ops/sec(cum)	avg(ms)	p50(ms)	p95(ms)	p99(ms)	pMax(ms)
0	0.0	0.0	248427.0	4140.2	50.45	61.849999999999994	96.5	115.30000000000001	232.775	0.0	0.0	0.0	13028.0	217.0	64.7	75.5	112.175	122.65	148.9	0.0	0.0	0.0	261455.0	4357.4	51.199999999999996	62.9	100.7	117.4	232.775
0.2	0.0	0.0	572460.0	9540.7	21.875	4.85	79.7	96.5	190.85	0.0	0.0	0.0	30273.0	504.50000000000006	27.200000000000003	5.9	96.5	109.1	137.35	0.0	0.0	0.0	602733.0	10045.3	22.125	5.0	80.75	96.5	190.85
0.5	0.0	0.0	801365.0	13355.4	15.6	4.5	74.45	88.1	255.84999999999997	0.0	0.0	0.0	41983.0	699.7	19.175	5.725	88.1	100.7	131.05	0.0	0.0	0.0	843348.0	14055.099999999999	15.8	4.5	75.5	88.1	255.84999999999997
0.8	0.0	0.0	566656.0	9444.0	22.075	4.85	79.7	96.5	201.325	0.0	0.0	0.0	29945.0	499.0	27.55	6.0	95.45	109.1	140.5	0.0	0.0	0.0	596601.0	9943.0	22.375	5.0	79.7	96.5	201.325
0.9	0.0	0.0	852554.0	14208.7	14.625000000000002	4.5	71.3	88.1	436.2	0.0	0.0	0.0	44847.0	747.5	18.825	5.95	88.1	105.95000000000002	679.4499999999999	0.0	0.0	0.0	897401.0	14956.199999999999	14.825	4.65	72.35	92.3	679.4499999999999
1.1	0.0	0.0	1077632.0	17959.899999999998	11.149999999999999	3.4	93.35	142.6	230.7	0.0	0.0	0.0	56502.0	941.5999999999999	21.875	4.55	117.4	461.4	2013.275	0.0	0.0	0.0	1134134.0	18901.5	11.7	3.475	95.45	151.0	2013.275
1.2	0.0	0.0	753227.0	12553.300000000001	15.925	3.475	130.0	167.8	272.625	0.0	0.0	0.0	39669.0	661.0999999999999	33.0	4.6	220.2	629.125	2046.825	0.0	0.0	0.0	792896.0	13214.400000000001	16.775	3.55	130.0	167.8	2046.825
1.34	0.0	0.0	481480.0	8024.3	24.85	3.75	167.8	192.9	327.175	0.0	0.0	0.0	25256.0	420.9	53.925	4.7	356.5	838.875	2147.5	0.0	0.0	0.0	506736.0	8445.2	26.299999999999997	3.8	167.8	201.3	2147.5
1.5	0.0	0.0	374798.0	6246.5	31.900000000000002	3.9	167.8	192.9	356.525	0.0	0.0	0.0	19528.0	325.5	70.4	5.0	457.2	914.35	2399.125	0.0	0.0	0.0	394326.0	6571.8	33.8	4.05	167.8	203.39999999999998	2399.125
1.6	0.0	0.0	324883.0	5414.6	36.9	4.2	176.2	201.3	360.70000000000005	0.0	0.0	0.0	17051.0	284.1	78.5	5.15	482.325	939.55	2063.6	0.0	0.0	0.0	341934.0	5698.7	38.975	4.425	176.2	218.1	2063.6
1.7	0.0	0.0	292488.0	4874.700000000001	40.900000000000006	4.5	176.2	205.5	373.30000000000007	0.0	0.0	0.0	15244.0	254.0	89.17500000000001	5.2	524.3000000000001	981.4499999999999	2197.825	0.0	0.0	0.0	307732.0	5128.599999999999	43.325	4.5	184.5	222.3	2197.825
1.8	0.0	0.0	267333.0	4454.799999999999	44.775	4.5	184.5	209.7	373.275	0.0	0.0	0.0	14038.0	233.89999999999998	97.05	5.35	524.3	973.05	2197.825	0.0	0.0	0.0	281371.0	4688.700000000001	47.375	4.6	184.5	234.9	2197.825
1.9	0.0	0.0	255217.0	4253.4	46.875	4.7	184.5	209.7	360.70000000000005	0.0	0.0	0.0	13221.0	220.3	102.92499999999998	5.35	566.25	1023.4000000000001	1929.375	0.0	0.0	0.0	268438.0	4473.7	49.625	4.7	184.5	239.1	1929.375
2.0	0.0	0.0	227259.0	3787.4	52.4	4.775	192.9	224.4	419.45000000000005	0.0	0.0	0.0	11954.0	199.1	119.62500000000001	5.5	637.525	1098.9	2533.35	0.0	0.0	0.0	239213.0	3986.8	55.75	4.925	199.20000000000002	274.7	2533.35
