skew	60.0s        0         3587.1         3560.6     10.5     35.7     52.4     65.0 write-r	elapsed-w	errors-w	ops(total)-w	ops/sec(cum)-w	avg(ms)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w	total-w	elapsed	errors	ops(total)	ops/sec(cum)	avg(ms)	p50(ms)	p95(ms)	p99(ms)	pMax(ms)	60.0s        0         3602.1         3587.2     10.5     35.7     50.3     71.3 write-r	60.0s        0         3687.9         3582.0     10.5     33.6     50.3     71.3 write-r	60.0s        0         3643.2         3581.6     11.0     35.7     48.2     65.0 write-r
0	0.0	0.0	0.0	858696.0	14311.3	13.625	10.5	35.7	50.825	133.15	0.0	0.0	0.0	858696.0	14311.3	13.625	10.5	35.7	50.825	133.15	0.0	0.0	0.0
