skew	60.0s        0         3339.0         3369.5     10.5     39.8     52.4     79.7 write-r	elapsed-w	errors-w	ops(total)-w	ops/sec(cum)-w	avg(ms)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w	total-w	elapsed	errors	ops(total)	ops/sec(cum)	avg(ms)	p50(ms)	p95(ms)	p99(ms)	pMax(ms)	60.0s        0         3438.6         3397.5     10.5     39.8     50.3     75.5 write-r	60.0s        0         3346.7         3380.3     10.0     37.7     52.4     79.7 write-r	60.0s        0         3538.3         3384.3     10.0     37.7     50.3     92.3 write-r
0	0.0	0.0	0.0	811919.0	13531.599999999999	14.424999999999999	10.875	39.275	54.5	152.05	0.0	0.0	0.0	811919.0	13531.599999999999	14.424999999999999	10.875	39.275	54.5	152.05	0.0	0.0	0.0
