skew	whisker_min	box_min	median	box_high	whisker_high
0.5	4071.1000000000004	4081.3	4091.5	4101.9	4112.3
0.6	4363.2	4389.85	4416.5	4421.2	4425.9
0.7	5192.2	5222.25	5252.3	5257.549999999999	5262.799999999999
0.8	7569.5	7599.5	7629.500000000001	7664.4	7699.299999999999
0.9	16108.500000000002	16186.350000000002	16264.2	16307.05	16349.9
0.99	49986.7	50095.9	50205.100000000006	50402.100000000006	50599.1
1.1	224596.0	225050.8	225505.6	225621.1	225736.6
1.2	227566.0	227803.0	228040.0	228365.3	228690.59999999998
1.3	230534.1	230817.25	231100.4	231107.40000000002	231114.40000000002
1.4	230767.80000000002	230951.45	231135.1	231158.5	231181.9
1.5	230990.5	231250.15000000002	231509.80000000002	231871.85	232233.9
