skew	whisker_min	box_min	median	box_high	whisker_high
0.5	3801.4	3819.25	3837.1	3845.5	3853.8999999999996
0.6	3944.3	3954.8	3965.3	4036.2000000000003	4107.1
0.7	3996.6000000000004	4029.5	4062.3999999999996	4086.5	4110.6
0.8	4291.0	4304.5	4318.0	8013.349999999999	11708.699999999999
0.9	4484.6	4548.450000000001	4612.3	4709.450000000001	4806.6
0.99	4928.099999999999	5002.65	5077.200000000001	9475.95	13874.7
1.1	22219.6	22662.6	23105.6	31680.399999999998	40255.2
1.2	43943.200000000004	44428.90000000001	44914.600000000006	48833.65000000001	52752.700000000004
1.3	100758.2	101876.45	102994.7	103010.85	103027.0
1.4	198656.5	199386.34999999998	200116.19999999998	200831.45	201546.7
1.5	224483.0	224519.5	224556.0	224829.40000000002	225102.80000000002
