skew	whisker_min	box_min	median	box_high	whisker_high
0.5	3906.3999999999996	3937.5999999999995	3968.7999999999997	3974.0	3979.2
0.6	4004.2000000000003	4033.4000000000005	4062.6000000000004	4224.9	4387.2
0.7	4325.7	7374.050000000001	10422.400000000001	10613.5	10804.599999999999
0.8	4565.3	8298.4	12031.5	12065.55	12099.6
0.9	4999.4	9945.45	14891.5	15396.900000000001	15902.300000000001
0.99	14855.400000000001	15917.5	16979.6	17128.6	17277.6
1.1	29788.9	30573.199999999997	31357.499999999996	41118.299999999996	50879.1
1.2	70204.2	71858.8	73513.40000000001	91998.1	110482.8
1.3	184456.7	185473.85	186491.0	193721.9	200952.8
1.4	224825.50000000003	225079.0	225332.49999999997	225363.69999999998	225394.9
1.5	228561.9	228839.45	229117.00000000003	229304.75	229492.5
