benchmark_name,client_num,commit,errors,exp_duration,key_dist,key_dist_skew,n_clients_per_workload_node,n_hot_keys,n_hot_nodes,n_keys_per_statement,n_splits,n_statements_per_txn,n_warm_nodes,n_workload_nodes,op_type,ops/sec,p50_ms,p95_ms,p99_ms,pmax_ms,read_percent,sample_type,time_secs
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,40.3,32.5,939.5,973.1,1006.6,90,interval,1.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,0.9,570.4,973.1,973.1,973.1,90,interval,1.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,274.3,243.3,973.1,1208.0,1409.3,90,interval,2.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,6.0,939.5,1610.6,1610.6,1610.6,90,interval,2.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,156.1,402.7,1006.6,1140.9,1208.0,90,interval,3.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,6.0,805.3,2013.3,2013.3,2013.3,90,interval,3.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,98.9,771.8,1946.2,2013.3,2080.4,90,interval,4.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,3.0,1946.2,2550.1,2550.1,2550.1,90,interval,4.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,58.1,838.9,1677.7,1677.7,1677.7,90,interval,5.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,5.0,1610.6,4563.4,4563.4,4563.4,90,interval,5.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,156.9,352.3,2147.5,2415.9,2818.6,90,interval,6.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,9.0,2952.8,4831.8,4831.8,4831.8,90,interval,6.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,11.0,5.0,704.6,1409.3,1409.3,90,interval,7.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,1.0,671.1,671.1,671.1,671.1,90,interval,7.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,169.6,453.0,1744.8,1946.2,2013.3,90,interval,8.0
kv,0,jenn-no-wound,0.0,60,zipf,1.4,128,10,1,10,1000,1,15,1,,6.0,1677.7,7516.2,7516.2,7516.2,90,interval,8.0
