1.3,1,5,1.0,1.0,1.0,-38.7543397637,-120.916360405,-13.1465542622
1.3,5,5,1.0,1.0,1.0,0.938375234754,0.6913319641,0.978647688754
1.3,10,5,1.0,1.0,1.0,0.951889133373,0.444846494312,0.986239493418
1.3,30,5,1.0,1.0,1.0,0.51017252598,-1.1113551721,0.702744504333
1.3,60,5,1.0,1.0,1.0,0.965967000095,0.740852844255,0.786651417221
1.3,1,10,1.0,1.0,1.0,-0.353820859498,-1.14500032937,0.480022612183
1.3,5,10,1.0,1.0,1.0,0.666127544742,-9.8945856904,0.953243948343
1.3,10,10,1.0,1.0,1.0,-4.48748599302,-24.7218322116,-5.51368835456
1.3,30,10,1.0,1.0,1.0,0.95854166958,-11.5077465249,0.8838903424
1.3,60,10,1.0,1.0,1.0,0.487853491288,0.423160736787,0.779762023217
1.5,1,5,1.0,1.0,1.0,0.0476313609717,-1.45971054047,0.473297384088
1.5,5,5,1.0,1.0,1.0,-3.76526224686,-0.628306359886,-3.59999071875
1.5,10,5,1.0,1.0,1.0,-0.0318938140974,-0.423013860684,0.036905715798
1.5,30,5,1.0,1.0,1.0,-1.42618697906,-0.426465383917,-1.46047155854
1.5,60,5,1.0,1.0,1.0,-0.324467873006,-0.43294171963,-0.187851940016
1.5,1,10,1.0,1.0,1.0,0.908071176971,-25.5893269615,0.883977745841
1.5,5,10,1.0,1.0,1.0,0.904741868306,0.73124500477,0.760204881171
1.5,10,10,1.0,1.0,1.0,-1.09664012326,-15.024517216,-0.216141819752
1.5,30,10,1.0,1.0,1.0,-0.148946881554,-88.0216045763,0.491640889573
1.5,60,10,1.0,1.0,1.0,0.88576402892,-0.519090853033,0.910062526408
1.9,1,5,1.0,1.0,1.0,-154.237652658,-3201166.95419,-2.54430270099
1.9,5,5,1.0,1.0,1.0,0.924153702232,0.789451985428,0.887715238217
1.9,10,5,1.0,1.0,1.0,-3.12784376608,-35.4244240698,-1.29410859764
1.9,30,5,1.0,1.0,1.0,-0.0376298695512,-0.105423890937,0.659264175902
1.9,60,5,1.0,1.0,1.0,0.855063673894,-0.70791470571,0.858911564798
1.9,1,10,1.0,1.0,1.0,-45.852333184,-39.483795483,-39.2872145971
1.9,5,10,1.0,1.0,1.0,0.736890084522,-0.666300754871,0.677649843493
1.9,10,10,1.0,1.0,1.0,0.91694130963,0.35206526789,0.909960356691
1.9,30,10,1.0,1.0,1.0,-1.68274347403,-4.24328390148,-1.49243573087
1.9,60,10,1.0,1.0,1.0,-3.86667185764,-16.3826314288,-1.26903541624
