1.1,1,5,1.0,1.0,1.0,-2.32270246475,-0.227231829237,-1.16810189581
1.1,5,5,1.0,1.0,1.0,-2.30078001563,-1.46807083961,-1.27825241805
1.1,10,5,1.0,1.0,1.0,-4.02317951735,-0.754402831742,-2.03562279462
1.1,30,5,1.0,1.0,1.0,0.331245960784,0.68495344019,0.42894182416
1.1,60,5,1.0,1.0,1.0,-3.80945866293,-63.4502751627,0.787177458758
1.1,1,10,1.0,1.0,1.0,-3.91224234465,-713.481015039,-0.0453100892634
1.1,5,10,1.0,1.0,1.0,-0.985525571761,-22.0448440089,-0.800434735698
1.1,10,10,1.0,1.0,1.0,-1.46664540183,-53.101418639,-1.13708126463
1.1,30,10,1.0,1.0,1.0,-1.50208706999,-18.205622534,-1.33609687048
1.1,60,10,1.0,1.0,1.0,0.909841705761,-12.0748861891,0.874040991837
1.1,1,30,1.0,1.0,1.0,0.0,0.0,0.0
1.1,5,30,1.0,1.0,1.0,0.0,0.0,0.0
1.1,10,30,1.0,1.0,1.0,0.0,0.0,0.0
1.1,30,30,1.0,1.0,1.0,0.0,0.0,0.0
1.1,60,30,1.0,1.0,1.0,0.0,0.0,0.0
1.2,1,5,1.0,1.0,1.0,0.956063881073,0.463283195166,0.850237650604
1.2,5,5,1.0,1.0,1.0,0.722848347746,-0.477902675072,0.633970423086
1.2,10,5,1.0,1.0,1.0,0.977206922611,-3.1251567818,0.973283751432
1.2,30,5,1.0,1.0,1.0,-0.0351764664697,-0.359737364737,0.0743802608125
1.2,60,5,1.0,1.0,1.0,0.868901037466,0.739490600849,0.868666218656
1.2,1,10,1.0,1.0,1.0,-0.0618821223477,-14.6768055287,0.828524723544
1.2,5,10,1.0,1.0,1.0,0.97616959319,0.796322803262,0.982751930461
1.2,10,10,1.0,1.0,1.0,0.924452523408,0.660384572276,0.970088274677
1.2,30,10,1.0,1.0,1.0,-0.643447499507,-4.38663792182,-0.02749951497
1.2,60,10,1.0,1.0,1.0,0.876124372354,0.560061781117,0.903681635912
1.2,1,30,1.0,1.0,1.0,0.520840220503,-11.7800531864,0.704212998472
1.2,5,30,1.0,1.0,1.0,0.0756754205131,-21.887458504,0.773199648806
1.2,10,30,1.0,1.0,1.0,-0.463755871083,-18.8886038217,0.272829069648
1.2,30,30,1.0,1.0,1.0,-5.47523141954,-43.2244396394,-6.07273615622
1.2,60,30,1.0,1.0,1.0,-9.34860027259,-3.03947568107,-14.6117605374
1.3,1,5,1.0,1.0,1.0,0.196212920698,0.18336274974,0.17019867071
1.3,5,5,1.0,1.0,1.0,0.353995065978,0.714927533039,0.268241828975
1.3,10,5,1.0,1.0,1.0,-0.979506522788,-1.3140161404,-1.33758909568
1.3,30,5,1.0,1.0,1.0,0.968793860292,0.904983889513,0.89108271153
1.3,60,5,1.0,1.0,1.0,0.695745381343,0.461437126318,0.64455872632
