/Table/11/{1-2}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=0.015955, med(spanlatch_wait)=0.015955, max(spanlatch_wait)=0.015955, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
1, total_accesses=1, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=12.046736000000001, med(spanlatch_wait)=8.816808, max(spanlatch_wait)=18.734214, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
5, total_accesses=17, bumped_read=0,failed_accesses=0.5882352941176471, uncommitted_intents=0.5294117647058824, newer_committed_values=0.058823529411764705, avg(spanlatch_wait)=7.228906325581396, med(spanlatch_wait)=5.623159, max(spanlatch_wait)=52.020565, avg(txnqueue_wait)=96.1208515, med(txnqueue_wait)=72.2733425, max(txnqueue_wait)=211.60783
/Table/20/1/5{3-4}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=0.09806799999999999, med(spanlatch_wait)=0.09806799999999999, max(spanlatch_wait)=0.09806799999999999, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
/Table/20/1/5{3-4}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=nan, med(spanlatch_wait)=nan, max(spanlatch_wait)=nan, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
/Table/20/1/5{3-4}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=nan, med(spanlatch_wait)=nan, max(spanlatch_wait)=nan, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
/Table/20/1/5{3-4}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=nan, med(spanlatch_wait)=nan, max(spanlatch_wait)=nan, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
/Table/20/1/5{3-4}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=0.0382502, med(spanlatch_wait)=0.021924000000000003, max(spanlatch_wait)=0.077079, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
6, total_accesses=10, bumped_read=0,failed_accesses=0.5, uncommitted_intents=0.3, newer_committed_values=0.2, avg(spanlatch_wait)=7.430437727272727, med(spanlatch_wait)=6.4007535, max(spanlatch_wait)=24.809354, avg(txnqueue_wait)=90.3729247037037, med(txnqueue_wait)=50.926593, max(txnqueue_wait)=947.327494
6, total_accesses=26, bumped_read=0,failed_accesses=0.5, uncommitted_intents=0.38461538461538464, newer_committed_values=0.11538461538461539, avg(spanlatch_wait)=6.048058423728813, med(spanlatch_wait)=6.295528, max(spanlatch_wait)=18.010741, avg(txnqueue_wait)=35.183732954545455, med(txnqueue_wait)=50.2290045, max(txnqueue_wait)=52.66198
6, total_accesses=23, bumped_read=0,failed_accesses=0.6086956521739131, uncommitted_intents=0.5217391304347826, newer_committed_values=0.08695652173913043, avg(spanlatch_wait)=5.68359274509804, med(spanlatch_wait)=5.639368, max(spanlatch_wait)=16.653839, avg(txnqueue_wait)=115.38219920000002, med(txnqueue_wait)=12.831766, max(txnqueue_wait)=448.31225
6, total_accesses=36, bumped_read=0,failed_accesses=0.5833333333333334, uncommitted_intents=0.4444444444444444, newer_committed_values=0.1388888888888889, avg(spanlatch_wait)=5.720439456790124, med(spanlatch_wait)=5.39322, max(spanlatch_wait)=36.927521, avg(txnqueue_wait)=146.37335608333333, med(txnqueue_wait)=32.6892625, max(txnqueue_wait)=805.798929
