0, {'total_accesses': 329, 'bumped_read': 0, 'failed_accesses': 0.7355623100303952, 'uncommitted_intents': 0.5987841945288754, 'newer_committed_values': 0.13677811550151975, 'avg(spanlatch_wait)': 7.1712577702702713, 'med(spanlatch_wait)': 4.898587, 'p99(spanlatch_wait)': 74.20086440999923, 'avg(txnqueue_wait)': 93.486249012820522, 'med(txnqueue_wait)': 50.88617599999999, 'p99(txnqueue_wait)': 1681.36203545, 'avg(latency)': 7947.3081884878038, 'med(latency)': 7228.117159, 'p99(latency)': 15633.30541492}
0, {'total_accesses': 487, 'bumped_read': 0, 'failed_accesses': 0.7926078028747433, 'uncommitted_intents': 0.6919917864476386, 'newer_committed_values': 0.10061601642710473, 'avg(spanlatch_wait)': 3.4584263450704222, 'med(spanlatch_wait)': 0.04915, 'p99(spanlatch_wait)': 15.93522829999997, 'avg(txnqueue_wait)': 116.19133726436786, 'med(txnqueue_wait)': 50.661086000000005, 'p99(txnqueue_wait)': 1513.41884794, 'avg(latency)': 9642.558293843138, 'med(latency)': 7073.091702, 'p99(latency)': 25767.366228}
0, {'total_accesses': 308, 'bumped_read': 0, 'failed_accesses': 0.5681818181818182, 'uncommitted_intents': 0.4253246753246753, 'newer_committed_values': 0.14285714285714285, 'avg(spanlatch_wait)': 6.2360807956448916, 'med(spanlatch_wait)': 6.236287, 'p99(spanlatch_wait)': 40.07723619999994, 'avg(txnqueue_wait)': 67.141918570093466, 'med(txnqueue_wait)': 50.945707999999996, 'p99(txnqueue_wait)': 697.9406468399992, 'avg(latency)': 7628.3981527083333, 'med(latency)': 5010.886401, 'p99(latency)': 24975.77639}
0, {'total_accesses': 312, 'bumped_read': 0, 'failed_accesses': 0.7275641025641025, 'uncommitted_intents': 0.6378205128205128, 'newer_committed_values': 0.08974358974358974, 'avg(spanlatch_wait)': 4.135151247967479, 'med(spanlatch_wait)': 0.08534800000000001, 'p99(spanlatch_wait)': 19.61662723999973, 'avg(txnqueue_wait)': 119.33895904385965, 'med(txnqueue_wait)': 50.815966, 'p99(txnqueue_wait)': 1802.39902891, 'avg(latency)': 6765.1939268172055, 'med(latency)': 5666.454296999999, 'p99(latency)': 30845.84529}
0, {'total_accesses': 506, 'bumped_read': 0, 'failed_accesses': 0.8241106719367589, 'uncommitted_intents': 0.7608695652173914, 'newer_committed_values': 0.06324110671936758, 'avg(spanlatch_wait)': 3.7355259986187841, 'med(spanlatch_wait)': 0.041824, 'p99(spanlatch_wait)': 21.24788827999998, 'avg(txnqueue_wait)': 89.367309296874993, 'med(txnqueue_wait)': 51.11577, 'p99(txnqueue_wait)': 858.7418840599981, 'avg(latency)': 7426.474636843137, 'med(latency)': 6589.875849, 'p99(latency)': 23925.986353319957}
362245, {'total_accesses': 1, 'bumped_read': 0, 'failed_accesses': 0.0, 'uncommitted_intents': 0.0, 'newer_committed_values': 0.0, 'avg(spanlatch_wait)': 12.1967, 'med(spanlatch_wait)': 12.1967, 'p99(spanlatch_wait)': 12.1967, 'avg(txnqueue_wait)': 88.05858074999999, 'med(txnqueue_wait)': 48.060678499999995, 'p99(txnqueue_wait)': 247.81024858999993, 'avg(latency)': nan, 'med(latency)': nan, 'p99(latency)': nan}
362245, {'total_accesses': 0, 'bumped_read': 0, 'failed_accesses': None, 'uncommitted_intents': None, 'newer_committed_values': None, 'avg(spanlatch_wait)': 5.1193749999999998, 'med(spanlatch_wait)': 5.119375, 'p99(spanlatch_wait)': 6.34684362, 'avg(txnqueue_wait)': nan, 'med(txnqueue_wait)': nan, 'p99(txnqueue_wait)': nan, 'avg(latency)': 801.50762599999996, 'med(latency)': 801.507626, 'p99(latency)': 801.507626}
1606282, {'total_accesses': 1, 'bumped_read': 0, 'failed_accesses': 0.0, 'uncommitted_intents': 0.0, 'newer_committed_values': 0.0, 'avg(spanlatch_wait)': 11.5793655, 'med(spanlatch_wait)': 11.5793655, 'p99(spanlatch_wait)': 16.62760569, 'avg(txnqueue_wait)': 108.60300975, 'med(txnqueue_wait)': 75.32692750000001, 'p99(txnqueue_wait)': 247.11851288, 'avg(latency)': nan, 'med(latency)': nan, 'p99(latency)': nan}
1606282, {'total_accesses': 0, 'bumped_read': 0, 'failed_accesses': None, 'uncommitted_intents': None, 'newer_committed_values': None, 'avg(spanlatch_wait)': nan, 'med(spanlatch_wait)': nan, 'p99(spanlatch_wait)': nan, 'avg(txnqueue_wait)': nan, 'med(txnqueue_wait)': nan, 'p99(txnqueue_wait)': nan, 'avg(latency)': 7566.8884910000006, 'med(latency)': 7566.888491000001, 'p99(latency)': 7566.888491000001}
3032836, {'total_accesses': 1, 'bumped_read': 0, 'failed_accesses': 0.0, 'uncommitted_intents': 0.0, 'newer_committed_values': 0.0, 'avg(spanlatch_wait)': 14.023749, 'med(spanlatch_wait)': 14.023749, 'p99(spanlatch_wait)': 14.023749, 'avg(txnqueue_wait)': nan, 'med(txnqueue_wait)': nan, 'p99(txnqueue_wait)': nan, 'avg(latency)': nan, 'med(latency)': nan, 'p99(latency)': nan}
