1.3,1,5,1.0,1.0,1.0,-5.9857187538,-17.9603107708,-3.66057511141
1.3,5,5,1.0,1.0,1.0,0.758888376455,-30.8859733253,0.907684031365
1.3,10,5,1.0,1.0,1.0,0.74525234307,0.17238985108,0.676648341645
1.3,30,5,1.0,1.0,1.0,-0.678838258677,-6.6767124257,0.74883017584
1.3,60,5,1.0,1.0,1.0,0.757014342136,0.669202038038,0.461813024411
1.3,1,10,1.0,1.0,1.0,-0.155317775966,-0.158903682349,-0.0326122770006
1.3,5,10,1.0,1.0,1.0,0.82315188875,0.885489156827,0.819606426853
1.3,10,10,1.0,1.0,1.0,-0.0381607517263,-2.74530729767,0.708644507921
1.3,30,10,1.0,1.0,1.0,0.296233587933,-0.277295324624,0.253264201998
1.3,60,10,1.0,1.0,1.0,0.681920747509,0.812990694945,0.67207995484
1.3,1,30,1.0,1.0,1.0,-2.11300159313,-0.58414507452,-0.409953300659
1.3,5,30,1.0,1.0,1.0,-36.4321585232,-2.43342453079,-21.9459818516
1.3,10,30,1.0,1.0,1.0,-26.5674983518,-2.72297091187,-13.9674126464
1.3,30,30,1.0,1.0,1.0,-35.9295440573,-2.42203628022,-22.0727287322
1.3,60,30,1.0,1.0,1.0,0.741714182497,-0.240300244796,0.725661569998
1.5,1,5,1.0,1.0,1.0,0.864359992255,0.677017484537,0.855712089367
1.5,5,5,1.0,1.0,1.0,0.856092758846,-20.3576783844,0.906808720774
1.5,10,5,1.0,1.0,1.0,-0.72205675545,-1.18383867266,-0.577956545128
1.5,30,5,1.0,1.0,1.0,-0.336310973877,-0.00601119432678,-0.320701000094
1.5,60,5,1.0,1.0,1.0,0.289570221291,-0.635713487992,0.389939252246
1.5,1,10,1.0,1.0,1.0,-0.738944618407,-7.74582434813,-0.290607944956
1.5,5,10,1.0,1.0,1.0,-33.8945995639,-545456.471461,-3.50433387719
1.5,10,10,1.0,1.0,1.0,-0.972648224835,-32.7091023987,0.741734017643
1.5,30,10,1.0,1.0,1.0,0.790265459983,0.730915737696,0.810803919075
1.5,60,10,1.0,1.0,1.0,-0.0907767559778,-3.10232574165,-7.06898587024e-05
1.5,1,30,1.0,1.0,1.0,-0.449488848762,-20.0643812012,0.35763345679
1.5,5,30,1.0,1.0,1.0,-0.79653384123,-62.7710888259,0.313166585511
1.5,10,30,1.0,1.0,1.0,0.883106185118,-9.73787159088,0.93069467717
1.5,30,30,1.0,1.0,1.0,0.970754826846,0.211781325254,0.994626309104
1.5,60,30,1.0,1.0,1.0,0.782397596993,0.240824849457,0.872063301567
1.9,1,5,1.0,1.0,1.0,-2.76905338248,0.547685959371,-18.5339126315
1.9,5,5,1.0,1.0,1.0,-29.0364483743,-5.66841021637,-140.917842961
1.9,10,5,1.0,1.0,1.0,-23.0818549883,-6.0490918465,-89.6037386148
1.9,30,5,1.0,1.0,1.0,-25.3291079735,-5.72353701112,-58.7400911446
1.9,60,5,1.0,1.0,1.0,-48.7628472942,-6.84622785401,-280.940239158
1.9,1,10,1.0,1.0,1.0,0.6200099038,-0.123521648906,0.835699152266
1.9,5,10,1.0,1.0,1.0,-2.87108101101,-1.17061193585,-5.18038065645
1.9,10,10,1.0,1.0,1.0,0.973913079289,0.67799581289,0.967690934896
1.9,30,10,1.0,1.0,1.0,0.784404262299,0.399363400468,0.680507590627
1.9,60,10,1.0,1.0,1.0,-0.404177936657,0.268998273596,-0.187673015637
1.9,1,30,1.0,1.0,1.0,-2.16188810254,-3.46915317048,-1.24449569981
1.9,5,30,1.0,1.0,1.0,0.999257535739,0.802808947839,0.953420894538
1.9,10,30,1.0,1.0,1.0,-0.823215164824,-4.42812437406,-0.176163639881
1.9,30,30,1.0,1.0,1.0,0.920436647581,0.805770085423,0.96926082382
1.9,60,30,1.0,1.0,1.0,0.325134209642,-264.603267323,0.924964743998
