key	frequency
0	0.222367
1	0.360752
2	0.463915
3	0.529635
4	0.576126
5	0.611467
6	0.639484
7	0.662517
8	0.681746
9	0.698164
10	0.711748
11	0.723134
12	0.733788
13	0.743876
14	0.752947
15	0.760388
16	0.767664
17	0.773523
18	0.779405
19	0.784744
20	0.789681
21	0.794288
22	0.799225
23	0.803903
24	0.807989
25	0.811533
26	0.815242
27	0.818644
28	0.820935
29	0.823463
30	0.826085
31	0.828707
32	0.831117
33	0.833810
34	0.836125
35	0.838865
36	0.840991
37	0.842857
38	0.844865
39	0.846968
40	0.848716
41	0.850346
42	0.851882
43	0.853582
44	0.855024
45	0.856606
46	0.858095
47	0.859583
48	0.860835
49	0.862276
50	0.863504
51	0.864874
52	0.865701
53	0.866812
54	0.867733
55	0.868890
56	0.870119
57	0.871394
58	0.872576
59	0.873379
60	0.874324
61	0.875505
62	0.876757
63	0.877844
64	0.878694
65	0.879828
66	0.880820
67	0.881600
68	0.882308
69	0.883135
70	0.883962
71	0.885002
72	0.885663
73	0.886466
74	0.887317
75	0.888049
76	0.888829
77	0.889561
78	0.889986
79	0.890742
80	0.891498
81	0.892112
82	0.892585
83	0.893222
84	0.893884
85	0.894380
86	0.895089
87	0.895797
88	0.896435
89	0.897120
90	0.897711
91	0.898325
92	0.898750
93	0.899128
94	0.899766
95	0.900451
96	0.900924
97	0.901443
98	0.901987
99	0.902459
100	0.903026
101	0.903475
102	0.903735
103	0.904255
104	0.904727
105	0.905058
106	0.905601
107	0.905955
108	0.906428
109	0.906806
110	0.907137
111	0.907633
112	0.907987
113	0.908389
114	0.908649
115	0.908956
116	0.909523
117	0.909901
118	0.910279
119	0.910515
120	0.910822
121	0.911271
122	0.911743
123	0.912216
124	0.912664
125	0.913113
126	0.913444
127	0.913680
128	0.913987
129	0.914224
130	0.914531
131	0.914720
132	0.915098
133	0.915287
134	0.915712
135	0.915901
136	0.916184
137	0.916397
138	0.916657
139	0.916917
140	0.917318
141	0.917578
142	0.917956
143	0.918310
144	0.918641
145	0.918925
146	0.919161
147	0.919492
148	0.919870
149	0.920153
150	0.920507
151	0.920744
152	0.921169
153	0.921452
154	0.921759
155	0.921948
156	0.922232
157	0.922539
158	0.922657
159	0.922893
160	0.923130
161	0.923413
162	0.923649
163	0.923838
164	0.924098
165	0.924405
166	0.924476
167	0.924712
168	0.924925
169	0.925185
170	0.925374
171	0.925563
172	0.925799
173	0.926059
174	0.926366
175	0.926768
176	0.927051
177	0.927358
178	0.927618
179	0.927831
180	0.928091
181	0.928327
182	0.928516
183	0.928728
184	0.928823
185	0.929035
186	0.929343
187	0.929626
188	0.929744
189	0.929933
190	0.930099
191	0.930358
192	0.930524
193	0.930665
194	0.930831
195	0.930949
196	0.931162
197	0.931327
198	0.931445
199	0.931729
200	0.931870
201	0.932059
202	0.932295
203	0.932508
204	0.932721
205	0.932792
206	0.933051
207	0.933193
208	0.933335
209	0.933571
210	0.933760
211	0.933925
212	0.934067
213	0.934280
214	0.934422
215	0.934469
216	0.934658
217	0.934752
218	0.934870
219	0.934965
220	0.935154
221	0.935272
222	0.935461
223	0.935697
224	0.935886
225	0.936028
226	0.936193
227	0.936264
228	0.936548
229	0.936595
230	0.936855
231	0.936973
232	0.937091
233	0.937162
234	0.937233
235	0.937422
236	0.937563
237	0.937776
238	0.938060
239	0.938201
240	0.938272
241	0.938390
242	0.938485
243	0.938556
244	0.938579
245	0.938697
246	0.938792
247	0.938934
248	0.939170
249	0.939288
250	0.939406
251	0.939477
252	0.939642
253	0.939784
254	0.939949
255	0.940091
256	0.940186
257	0.940257
258	0.940304
259	0.940446
260	0.940493
261	0.940540
262	0.940753
263	0.940871
264	0.941012
265	0.941107
266	0.941225
267	0.941272
268	0.941296
269	0.941320
270	0.941509
271	0.941650
272	0.941792
273	0.941910
274	0.942028
275	0.942076
276	0.942170
277	0.942288
278	0.942359
279	0.942430
280	0.942477
281	0.942524
282	0.942595
283	0.942713
284	0.942737
285	0.942831
286	0.943020
287	0.943139
288	0.943209
289	0.943280
290	0.943328
291	0.943375
292	0.943517
293	0.943587
294	0.943635
295	0.943776
296	0.943847
297	0.943965
298	0.943989
299	0.944131
300	0.944273
301	0.944414
302	0.944603
303	0.944674
304	0.944698
305	0.944769
306	0.944839
307	0.944981
308	0.945052
309	0.945147
310	0.945265
312	0.945312
313	0.945406
314	0.945477
315	0.945595
316	0.945690
317	0.945761
318	0.945832
319	0.945997
320	0.946021
321	0.946044
322	0.946092
323	0.946186
324	0.946233
325	0.946304
326	0.946399
327	0.946517
328	0.946658
329	0.946777
330	0.946895
331	0.946989
332	0.947036
333	0.947084
334	0.947178
335	0.947273
336	0.947367
337	0.947462
338	0.947485
339	0.947651
340	0.947698
341	0.947745
342	0.947840
343	0.947934
344	0.947958
345	0.948052
346	0.948123
347	0.948170
348	0.948312
349	0.948383
350	0.948430
351	0.948596
352	0.948619
353	0.948761
354	0.948855
355	0.948950
356	0.949115
357	0.949281
358	0.949375
359	0.949470
360	0.949588
361	0.949682
362	0.949730
364	0.949824
365	0.949871
366	0.949942
367	0.949989
368	0.950013
369	0.950107
370	0.950178
371	0.950202
372	0.950344
373	0.950415
374	0.950485
375	0.950533
376	0.950604
377	0.950674
378	0.950793
379	0.950934
380	0.951029
381	0.951100
383	0.951218
384	0.951336
385	0.951407
386	0.951549
387	0.951619
388	0.951643
389	0.951761
390	0.951832
391	0.951950
392	0.952021
393	0.952068
394	0.952115
395	0.952139
396	0.952281
398	0.952304
399	0.952352
400	0.952423
402	0.952446
403	0.952517
404	0.952588
405	0.952682
406	0.952777
407	0.952801
408	0.952824
409	0.952895
410	0.952919
413	0.952966
414	0.952990
415	0.953108
416	0.953155
417	0.953202
418	0.953273
419	0.953368
420	0.953391
422	0.953486
423	0.953580
424	0.953675
425	0.953769
426	0.953840
428	0.953887
429	0.953934
430	0.953982
431	0.954123
432	0.954147
433	0.954171
434	0.954265
435	0.954289
436	0.954336
437	0.954383
438	0.954454
439	0.954478
440	0.954572
441	0.954643
442	0.954738
443	0.954809
445	0.954879
446	0.954903
447	0.954927
448	0.955068
449	0.955116
450	0.955139
451	0.955187
452	0.955234
453	0.955281
454	0.955328
455	0.955352
456	0.955399
457	0.955470
458	0.955588
459	0.955635
460	0.955659
461	0.955683
462	0.955753
463	0.955801
464	0.955824
465	0.955872
466	0.955942
467	0.955966
469	0.955990
470	0.956037
471	0.956061
472	0.956108
473	0.956131
474	0.956226
475	0.956273
476	0.956320
477	0.956344
479	0.956391
481	0.956415
483	0.956462
484	0.956509
485	0.956557
486	0.956580
487	0.956675
489	0.956746
490	0.956793
491	0.956817
492	0.956840
493	0.956911
494	0.956982
496	0.957029
499	0.957076
501	0.957124
502	0.957147
504	0.957171
505	0.957194
506	0.957218
507	0.957289
508	0.957336
509	0.957360
510	0.957407
511	0.957454
512	0.957502
513	0.957549
515	0.957596
516	0.957643
517	0.957738
518	0.957761
519	0.957832
520	0.957880
521	0.957903
522	0.957927
523	0.957950
524	0.958069
526	0.958187
527	0.958234
528	0.958352
529	0.958399
532	0.958423
533	0.958494
534	0.958517
535	0.958565
536	0.958612
537	0.958659
538	0.958683
539	0.958754
540	0.958777
541	0.958825
542	0.958895
543	0.958943
544	0.958966
545	0.959037
546	0.959061
547	0.959084
548	0.959132
550	0.959179
551	0.959202
553	0.959250
554	0.959273
555	0.959321
556	0.959344
557	0.959391
558	0.959415
559	0.959462
560	0.959557
561	0.959604
563	0.959699
564	0.959769
565	0.959793
567	0.959817
569	0.959888
570	0.959911
571	0.960006
572	0.960053
573	0.960077
576	0.960124
577	0.960147
579	0.960266
581	0.960313
582	0.960384
584	0.960407
585	0.960431
586	0.960455
587	0.960502
588	0.960596
589	0.960620
591	0.960644
593	0.960738
594	0.960785
596	0.960809
597	0.960832
598	0.960856
599	0.960880
600	0.960927
601	0.960998
602	0.961021
603	0.961116
604	0.961140
605	0.961187
606	0.961210
609	0.961234
612	0.961329
614	0.961352
615	0.961399
618	0.961494
619	0.961518
620	0.961541
622	0.961588
624	0.961612
626	0.961636
627	0.961659
629	0.961683
631	0.961707
632	0.961730
633	0.961754
635	0.961825
636	0.961872
637	0.961896
640	0.961943
641	0.961990
642	0.962061
643	0.962085
645	0.962108
646	0.962132
649	0.962155
650	0.962203
651	0.962226
652	0.962274
655	0.962321
656	0.962368
657	0.962415
659	0.962439
660	0.962462
661	0.962486
662	0.962510
664	0.962557
665	0.962628
666	0.962651
667	0.962675
668	0.962699
670	0.962722
672	0.962770
674	0.962817
675	0.962840
676	0.962864
677	0.962935
681	0.962959
682	0.962982
683	0.963053
685	0.963077
686	0.963148
687	0.963171
688	0.963195
690	0.963218
691	0.963242
692	0.963266
693	0.963289
694	0.963313
696	0.963360
697	0.963455
700	0.963526
702	0.963549
703	0.963620
704	0.963715
705	0.963785
706	0.963833
707	0.963856
708	0.963880
709	0.963904
710	0.963951
712	0.963974
713	0.964022
715	0.964093
717	0.964163
718	0.964187
719	0.964258
721	0.964305
723	0.964376
728	0.964400
729	0.964423
731	0.964447
732	0.964470
734	0.964494
735	0.964518
737	0.964541
739	0.964565
746	0.964589
747	0.964612
748	0.964636
750	0.964659
751	0.964707
752	0.964730
753	0.964754
754	0.964801
755	0.964848
756	0.964872
758	0.964896
761	0.964919
762	0.964943
766	0.964967
767	0.964990
770	0.965014
772	0.965037
773	0.965108
774	0.965179
775	0.965203
776	0.965250
777	0.965297
778	0.965345
779	0.965368
780	0.965392
781	0.965415
782	0.965439
786	0.965486
787	0.965510
789	0.965534
790	0.965557
792	0.965581
793	0.965604
795	0.965652
796	0.965675
798	0.965723
800	0.965770
801	0.965817
802	0.965841
803	0.965888
804	0.965912
805	0.965935
806	0.965959
807	0.965982
808	0.966006
809	0.966053
811	0.966077
813	0.966100
814	0.966148
815	0.966171
817	0.966219
818	0.966266
