key	frequency
0	0.196429
1	0.316024
2	0.404180
3	0.462312
4	0.506902
5	0.539364
6	0.566057
7	0.588548
8	0.607947
9	0.623754
10	0.637688
11	0.649924
12	0.660244
13	0.670564
14	0.679730
15	0.688091
16	0.695275
17	0.702504
18	0.709406
19	0.715567
20	0.720858
21	0.725778
22	0.730307
23	0.735358
24	0.739691
25	0.743849
26	0.747659
27	0.751143
28	0.754235
29	0.757196
30	0.760832
31	0.764185
32	0.767298
33	0.770259
34	0.772763
35	0.775463
36	0.777945
37	0.780231
38	0.782299
39	0.784629
40	0.787263
41	0.789549
42	0.791574
43	0.793730
44	0.795493
45	0.797235
46	0.798846
47	0.800283
48	0.802155
49	0.804028
50	0.805879
51	0.806902
52	0.808317
53	0.809798
54	0.811060
55	0.812367
56	0.813673
57	0.815241
58	0.816612
59	0.817766
60	0.819377
61	0.820531
62	0.821511
63	0.822447
64	0.823623
65	0.824842
66	0.825713
67	0.826693
68	0.827890
69	0.828848
70	0.830089
71	0.831156
72	0.831896
73	0.832506
74	0.833551
75	0.834357
76	0.835119
77	0.836098
78	0.836817
79	0.837731
80	0.838668
81	0.839538
82	0.840322
83	0.840954
84	0.841716
85	0.842499
86	0.843131
87	0.843762
88	0.844198
89	0.845134
90	0.845678
91	0.846397
92	0.847180
93	0.847768
94	0.848313
95	0.848813
96	0.849510
97	0.850011
98	0.850621
99	0.851165
100	0.851818
101	0.852471
102	0.852928
103	0.853451
104	0.853995
105	0.854387
106	0.854953
107	0.855476
108	0.855889
109	0.856543
110	0.857196
111	0.857718
112	0.858415
113	0.858981
114	0.859634
115	0.860157
116	0.860549
117	0.861137
118	0.861550
119	0.861942
120	0.862334
121	0.862639
122	0.863031
123	0.863510
124	0.863836
125	0.864337
126	0.864729
127	0.865143
128	0.865709
129	0.866231
130	0.866601
131	0.866928
132	0.867298
133	0.867755
134	0.868321
135	0.868757
136	0.869018
137	0.869410
138	0.869824
139	0.870085
140	0.870607
141	0.870912
142	0.871239
143	0.871674
144	0.871936
145	0.872371
146	0.872763
147	0.872981
148	0.873438
149	0.873939
150	0.874418
151	0.874657
152	0.874853
153	0.875180
154	0.875441
155	0.875702
156	0.876007
157	0.876268
158	0.876617
159	0.876791
160	0.877096
161	0.877466
162	0.877814
163	0.878010
164	0.878250
165	0.878663
166	0.879099
167	0.879403
168	0.879686
169	0.879795
170	0.880057
171	0.880274
172	0.880623
173	0.880971
174	0.881211
175	0.881406
176	0.881602
177	0.881842
178	0.882169
179	0.882386
180	0.882648
181	0.882996
182	0.883257
183	0.883431
184	0.883627
185	0.883780
186	0.883997
187	0.884302
188	0.884607
189	0.884847
190	0.885086
191	0.885325
192	0.885543
193	0.885761
194	0.885979
195	0.886196
196	0.886458
197	0.886741
198	0.887024
199	0.887241
200	0.887350
201	0.887546
202	0.887808
203	0.887938
204	0.888134
205	0.888243
206	0.888570
207	0.888766
208	0.889049
209	0.889310
210	0.889506
211	0.889767
212	0.889898
213	0.890028
214	0.890246
215	0.890551
216	0.890747
217	0.891052
218	0.891139
219	0.891313
220	0.891639
221	0.891901
222	0.892162
223	0.892336
224	0.892401
225	0.892619
226	0.892706
227	0.892880
228	0.893120
229	0.893425
230	0.893599
231	0.893686
232	0.893817
233	0.893947
234	0.894209
235	0.894296
236	0.894513
237	0.894753
238	0.894971
239	0.895167
240	0.895363
241	0.895558
242	0.895885
243	0.896081
244	0.896277
245	0.896473
246	0.896669
247	0.896865
248	0.897061
249	0.897235
250	0.897322
251	0.897453
252	0.897518
253	0.897605
254	0.897845
255	0.898019
256	0.898084
257	0.898193
258	0.898367
259	0.898454
260	0.898563
261	0.898781
262	0.898933
263	0.898998
264	0.899173
265	0.899390
266	0.899608
267	0.899761
268	0.899891
269	0.900065
270	0.900196
271	0.900370
272	0.900523
273	0.900544
274	0.900784
275	0.900893
276	0.900980
277	0.901285
278	0.901372
279	0.901502
280	0.901611
281	0.901785
282	0.901872
283	0.901981
284	0.902155
285	0.902351
286	0.902504
287	0.902634
288	0.902787
289	0.902874
290	0.903048
291	0.903135
292	0.903244
293	0.903396
294	0.903636
295	0.903788
296	0.903875
297	0.904115
298	0.904202
