key	frequency
0	0.197317
1	0.315598
2	0.404232
3	0.463940
4	0.508224
5	0.541732
6	0.568783
7	0.590358
8	0.608268
9	0.623822
10	0.638438
11	0.650065
12	0.660820
13	0.670462
14	0.679123
15	0.687282
16	0.695419
17	0.701811
18	0.707832
19	0.713634
20	0.718870
21	0.724367
22	0.729385
23	0.734228
24	0.738874
25	0.742539
26	0.746510
27	0.749804
28	0.752923
29	0.756348
30	0.759271
31	0.762195
32	0.764856
33	0.767517
34	0.769983
35	0.772644
36	0.775262
37	0.777880
38	0.780345
39	0.782504
40	0.784402
41	0.786278
42	0.788198
43	0.790052
44	0.791667
45	0.793390
46	0.795113
47	0.796313
48	0.797928
49	0.799607
50	0.801025
51	0.802945
52	0.804363
53	0.805672
54	0.806937
55	0.808377
56	0.809882
57	0.810886
58	0.812304
59	0.813613
60	0.815052
61	0.816492
62	0.817866
63	0.818957
64	0.819764
65	0.820942
66	0.822120
67	0.823233
68	0.824324
69	0.825262
70	0.826483
71	0.827465
72	0.828447
73	0.829516
74	0.830388
75	0.831239
76	0.831959
77	0.832570
78	0.833333
79	0.833988
80	0.834795
81	0.835711
82	0.836518
83	0.837391
84	0.838154
85	0.838809
86	0.839682
87	0.840249
88	0.840860
89	0.841601
90	0.842256
91	0.842997
92	0.843695
93	0.844284
94	0.844852
95	0.845375
96	0.846226
97	0.846859
98	0.847382
99	0.848102
100	0.848604
101	0.849062
102	0.849542
103	0.850109
104	0.850829
105	0.851636
106	0.852072
107	0.852531
108	0.853054
109	0.853425
110	0.853861
111	0.854516
112	0.855148
113	0.855476
114	0.856130
115	0.856654
116	0.857024
117	0.857439
118	0.857962
119	0.858551
120	0.858988
121	0.859446
122	0.859860
123	0.860253
124	0.860733
125	0.861147
126	0.861518
127	0.861889
128	0.862282
129	0.862740
130	0.863111
131	0.863503
132	0.863853
133	0.864267
134	0.864616
135	0.865118
136	0.865401
137	0.865707
138	0.866187
139	0.866492
140	0.866754
141	0.867147
142	0.867474
143	0.867845
144	0.868281
145	0.868695
146	0.869197
147	0.869481
148	0.869852
149	0.870266
150	0.870746
151	0.870986
152	0.871379
153	0.871728
154	0.872033
155	0.872491
156	0.872775
157	0.872971
158	0.873277
159	0.873604
160	0.874040
161	0.874411
162	0.874629
163	0.874935
164	0.875240
165	0.875502
166	0.875785
167	0.876047
168	0.876331
169	0.876505
170	0.876789
171	0.877247
172	0.877640
173	0.877858
174	0.878120
175	0.878403
176	0.878643
177	0.878905
178	0.879210
179	0.879472
180	0.879734
181	0.880127
182	0.880410
183	0.880716
184	0.880955
185	0.881195
186	0.881435
187	0.881610
188	0.881981
189	0.882221
190	0.882330
191	0.882635
192	0.882875
193	0.883137
194	0.883224
195	0.883421
196	0.883595
197	0.883682
198	0.883835
199	0.883988
200	0.884119
201	0.884424
202	0.884599
203	0.884839
204	0.885100
205	0.885297
206	0.885493
207	0.885646
208	0.885929
209	0.886169
210	0.886300
211	0.886562
212	0.886715
213	0.886802
214	0.887151
215	0.887282
216	0.887391
217	0.887587
218	0.887805
219	0.888220
220	0.888525
221	0.888765
222	0.888983
223	0.889267
224	0.889551
225	0.889747
226	0.889987
227	0.890161
228	0.890292
229	0.890445
230	0.890729
231	0.890903
232	0.891078
233	0.891187
234	0.891449
235	0.891601
236	0.891754
237	0.891863
238	0.892016
239	0.892190
240	0.892299
241	0.892474
242	0.892627
243	0.892692
244	0.892823
245	0.892997
246	0.893172
247	0.893325
248	0.893521
249	0.893652
250	0.893739
251	0.893848
252	0.894023
253	0.894154
254	0.894328
255	0.894481
256	0.894568
257	0.894764
258	0.894852
259	0.894983
260	0.895157
261	0.895310
262	0.895419
263	0.895637
264	0.895724
265	0.895942
266	0.896117
267	0.896291
268	0.896401
269	0.896531
270	0.896728
271	0.896902
272	0.897033
273	0.897142
274	0.897382
275	0.897600
276	0.897753
277	0.897884
278	0.898168
279	0.898298
280	0.898386
281	0.898604
282	0.898647
283	0.898757
284	0.898844
285	0.898953
286	0.899062
287	0.899258
288	0.899498
289	0.899607
290	0.899716
291	0.899913
292	0.900131
293	0.900240
294	0.900349
295	0.900436
296	0.900589
297	0.900698
298	0.900764
299	0.900916
300	0.901069
301	0.901178
302	0.901309
303	0.901396
304	0.901483
305	0.901702
306	0.901832
307	0.902007
308	0.902138
309	0.902247
310	0.902421
311	0.902465
312	0.902574
313	0.902792
314	0.902858
315	0.902923
316	0.903120
317	0.903272
318	0.903338
319	0.903469
320	0.903556
321	0.903621
322	0.903774
323	0.903861
324	0.904058
325	0.904167
326	0.904232
327	0.904341
328	0.904559
329	0.904734
330	0.904799
331	0.904821
332	0.904908
333	0.905017
334	0.905148
335	0.905257
336	0.905323
337	0.905388
338	0.905476
339	0.905541
340	0.905628
341	0.905803
342	0.905912
343	0.906043
344	0.906174
345	0.906217
346	0.906392
347	0.906523
348	0.906632
349	0.906741
350	0.906872
351	0.906959
352	0.907090
353	0.907199
354	0.907308
355	0.907417
356	0.907461
357	0.907504
358	0.907548
359	0.907635
360	0.907766
361	0.907897
362	0.907984
363	0.908137
364	0.908246
365	0.908355
366	0.908486
367	0.908639
368	0.908770
369	0.908835
370	0.908901
371	0.908988
372	0.909119
373	0.909184
374	0.909337
375	0.909468
376	0.909533
377	0.909686
378	0.909751
379	0.909860
380	0.909969
381	0.910122
382	0.910166
383	0.910297
384	0.910340
385	0.910406
386	0.910493
387	0.910558
388	0.910580
389	0.910624
390	0.910711
391	0.910777
392	0.910820
393	0.910864
395	0.910951
396	0.911017
397	0.911104
398	0.911147
399	0.911278
400	0.911387
401	0.911475
402	0.911562
403	0.911649
404	0.911715
405	0.911736
406	0.911846
407	0.911889
408	0.911955
409	0.912042
410	0.912216
411	0.912282
412	0.912369
413	0.912391
414	0.912478
415	0.912587
417	0.912609
418	0.912675
419	0.912740
420	0.912914
421	0.913002
422	0.913067
423	0.913154
424	0.913307
425	0.913438
426	0.913547
427	0.913591
428	0.913700
429	0.913874
430	0.913918
431	0.913940
432	0.914005
433	0.914071
434	0.914136
435	0.914158
436	0.914223
437	0.914398
438	0.914507
439	0.914638
440	0.914682
441	0.914769
442	0.914878
443	0.914965
444	0.915074
445	0.915161
446	0.915292
447	0.915314
448	0.915380
449	0.915532
450	0.915598
451	0.915663
452	0.915685
453	0.915729
454	0.915772
455	0.915816
456	0.915903
457	0.915947
458	0.915990
459	0.916012
460	0.916099
461	0.916121
462	0.916165
463	0.916274
464	0.916296
465	0.916405
466	0.916492
467	0.916514
468	0.916579
469	0.916623
470	0.916645
471	0.916688
472	0.916798
473	0.916885
474	0.916928
475	0.916950
476	0.917016
477	0.917103
478	0.917234
479	0.917365
480	0.917496
481	0.917561
482	0.917692
483	0.917757
484	0.917823
485	0.917888
486	0.917932
487	0.918019
488	0.918041
489	0.918172
490	0.918194
491	0.918237
492	0.918303
493	0.918325
494	0.918368
495	0.918455
496	0.918521
498	0.918543
499	0.918608
501	0.918739
502	0.918783
503	0.918805
504	0.918892
505	0.919023
506	0.919088
507	0.919132
508	0.919219
509	0.919350
510	0.919394
511	0.919415
512	0.919459
513	0.919568
514	0.919721
516	0.919743
518	0.919808
519	0.919830
520	0.919895
521	0.919983
522	0.920092
523	0.920157
524	0.920244
525	0.920266
526	0.920288
527	0.920332
528	0.920397
529	0.920419
530	0.920506
531	0.920528
532	0.920550
533	0.920615
534	0.920702
535	0.920877
536	0.920964
537	0.921095
538	0.921139
539	0.921161
540	0.921248
541	0.921313
542	0.921379
543	0.921466
544	0.921488
545	0.921531
547	0.921640
548	0.921706
549	0.921837
550	0.921924
551	0.922011
552	0.922055
553	0.922099
554	0.922142
555	0.922208
556	0.922273
557	0.922295
558	0.922382
559	0.922448
561	0.922513
562	0.922535
563	0.922557
564	0.922622
565	0.922709
566	0.922753
567	0.922818
568	0.922906
569	0.923058
570	0.923168
571	0.923211
572	0.923298
573	0.923364
574	0.923429
575	0.923473
577	0.923538
578	0.923582
579	0.923735
580	0.923778
581	0.923844
582	0.923909
585	0.923997
586	0.924040
587	0.924149
588	0.924193
589	0.924258
591	0.924280
592	0.924367
593	0.924433
594	0.924498
595	0.924520
596	0.924586
597	0.924651
599	0.924695
600	0.924716
601	0.924782
602	0.924847
603	0.924869
604	0.924956
606	0.925022
607	0.925044
608	0.925109
609	0.925153
610	0.925262
611	0.925284
612	0.925349
613	0.925393
614	0.925502
615	0.925545
616	0.925567
617	0.925611
618	0.925633
619	0.925676
620	0.925720
621	0.925742
622	0.925764
623	0.925785
624	0.925807
625	0.925894
626	0.925916
627	0.925960
629	0.926003
631	0.926025
632	0.926091
633	0.926113
634	0.926134
635	0.926156
636	0.926243
637	0.926287
638	0.926353
639	0.926462
640	0.926527
641	0.926614
642	0.926658
643	0.926723
644	0.926767
645	0.926811
646	0.926876
647	0.926920
648	0.926942
649	0.927007
650	0.927072
651	0.927138
653	0.927203
654	0.927269
655	0.927291
656	0.927356
657	0.927421
658	0.927443
659	0.927531
660	0.927618
661	0.927661
662	0.927705
663	0.927771
664	0.927792
665	0.927814
666	0.927858
667	0.927923
668	0.928010
670	0.928054
671	0.928076
674	0.928141
675	0.928163
676	0.928250
677	0.928360
678	0.928381
679	0.928425
680	0.928447
681	0.928512
682	0.928556
683	0.928578
684	0.928599
685	0.928621
686	0.928643
687	0.928709
689	0.928752
690	0.928839
691	0.928861
692	0.928883
